콘존ID,콘존길이,기점종점방향구분코드,시작노드ID,종료노드ID,차로수,노선번호,제한속도,노선구성순번,콘존명,버스전용차로유무,도로등급구분코드
1000CZE130,2890.00,E,0248,0338,4,1000,100.00,13,퇴계원IC-별내IC,0,101
1000CZE150,7100.00,E,0338,0341,4,1000,100.00,14,별내IC-의정부IC,0,109
1000CZE160,7400.00,E,0341,0342,4,1000,100.00,15,의정부IC-송추IC,0,109
1000CZE170,6300.00,E,0342,0350,4,1000,100.00,16,송추IC-양주TG,0,109
1000CZE180,3200.00,E,0350,0340,4,1000,100.00,17,양주TG-통일로IC,0,109
1000CZE190,3700.00,E,0340,1017,4,1000,100.00,18,통일로IC-고양JC,0,109
1000CZE195,2900.00,E,1017,0339,4,1000,100.00,19,고양JC-고양IC,0,109
1000CZE200,3570.00,E,0339,0271,4,1000,100.00,19,고양IC-일산IC,0,109
1000CZE210,2210.00,E,0271,0270,4,1000,100.00,20,일산IC-자유로IC,0,101
1000CZE220,3110.00,E,0270,0250,4,1000,100.00,21,자유로IC-김포IC,0,101
1000CZE230,910.00,E,0250,0351,4,1000,100.00,22,김포IC-김포TG,0,101
1000CZE240,2840.00,E,0351,0291,4,1000,100.00,23,김포TG-노오지JC,0,101
1000CZE250,3020.00,E,0291,0292,4,1000,100.00,24,노오지JC-계양IC,0,101
1000CZE260,2250.00,E,0292,0297,4,1000,100.00,25,계양IC-서운JC,0,101
1000CZE270,2080.00,E,0297,0327,4,1000,100.00,26,서운JC-중동IC,0,101
1000CZE280,2020.00,E,0327,0296,4,1000,100.00,27,중동IC-송내IC,0,101
1000CZE290,2410.00,E,0296,0290,4,1000,100.00,28,송내IC-장수IC,0,101
1000CZE300,4210.00,E,0290,0310,4,1000,100.00,29,장수IC-시흥IC,0,101
1000CZE310,770.00,E,0310,0328,4,1000,100.00,30,시흥IC-시흥TG,0,101
1000CZE320,1890.00,E,0328,0311,4,1000,100.00,31,시흥TG-안현JC,0,101
1000CZE330,5610.00,E,0311,0459,4,1000,100.00,32,안현JC-도리JC,0,101
1000CZE340,3640.00,E,0459,0316,4,1000,100.00,33,도리JC-조남JC,0,101
1000CZE350,5270.00,E,0316,0277,4,1000,100.00,34,조남JC-산본IC,0,101
1000CZE360,4130.00,E,0277,0276,4,1000,100.00,35,산본IC-평촌IC,0,101
1000CZE370,2860.00,E,0276,0256,4,1000,100.00,36,평촌IC-학의JC,0,101
1000CZE380,2200.00,E,0256,0263,4,1000,100.00,37,학의JC-청계TG,0,101
1000CZE390,6600.00,E,0263,0273,4,1000,100.00,38,청계TG-판교JC,0,101
1000CZS010,4160.00,S,0272,0273,4,1000,100.00,38,성남IC-판교JC,0,101
1000CZS020,240.00,S,0275,0272,4,1000,100.00,37,성남TG-성남IC,0,101
1000CZS030,4960.00,S,0232,0275,4,1000,100.00,36,송파IC-성남TG,0,101
1000CZS040,5000.00,S,0254,0232,4,1000,100.00,35,서하남IC-송파IC,0,101
1000CZS050,4960.00,S,0253,0254,4,1000,100.00,34,하남JC-서하남IC,0,101
1000CZS060,2530.00,S,0236,0253,6,1000,100.00,33,상일IC-하남JC,0,101
1000CZS070,3040.00,S,0235,0236,6,1000,100.00,32,강일IC-상일IC,0,101
1000CZS080,990.00,S,0267,0235,4,1000,100.00,31,토평IC-강일IC,0,101
1000CZS090,480.00,S,0279,0267,4,1000,100.00,30,구리TG-토평IC,0,101
1000CZS100,1920.00,S,0251,0279,4,1000,100.00,29,남양주IC-구리TG,0,101
1000CZS110,1900.00,S,0249,0251,4,1000,100.00,28,구리IC-남양주IC,0,101
1000CZS120,2730.00,S,0248,0249,4,1000,100.00,27,퇴계원IC-구리IC,0,101
1000CZS130,2890.00,S,0338,0248,4,1000,100.00,26,별내IC-퇴계원IC,0,101
1000CZS150,7100.00,S,0341,0338,4,1000,100.00,25,의정부IC-별내IC,0,109
1000CZS160,7400.00,S,0342,0341,4,1000,100.00,24,송추IC-의정부IC,0,109
1000CZS170,6300.00,S,0350,0342,4,1000,100.00,23,양주TG-송추IC,0,109
1000CZS180,3200.00,S,0340,0350,4,1000,100.00,22,통일로IC-양주TG,0,109
1000CZS190,3700.00,S,1017,0340,4,1000,100.00,21,고양JC-통일로IC,0,109
1000CZS195,2900.00,S,0339,1017,4,1000,100.00,21,고양IC-고양JC,0,109
1000CZS200,3570.00,S,0271,0339,4,1000,100.00,20,일산IC-고양IC,0,109
1000CZS210,2210.00,S,0270,0271,4,1000,100.00,19,자유로IC-일산IC,0,101
1000CZS220,3110.00,S,0250,0270,4,1000,100.00,18,김포IC-자유로IC,0,101
1000CZS230,910.00,S,0351,0250,4,1000,100.00,17,김포TG-김포IC,0,101
1000CZS240,2840.00,S,0291,0351,4,1000,100.00,16,노오지JC-김포TG,0,101
1000CZS250,3020.00,S,0292,0291,4,1000,100.00,15,계양IC-노오지JC,0,101
1000CZS260,2250.00,S,0297,0292,4,1000,100.00,14,서운JC-계양IC,0,101
1000CZS270,2080.00,S,0327,0297,4,1000,100.00,13,중동IC-서운JC,0,101
1000CZS280,2020.00,S,0296,0327,4,1000,100.00,12,송내IC-중동IC,0,101
1000CZS290,2410.00,S,0290,0296,4,1000,100.00,11,장수IC-송내IC,0,101
1000CZS300,4210.00,S,0310,0290,4,1000,100.00,10,시흥IC-장수IC,0,101
1000CZS310,770.00,S,0328,0310,4,1000,100.00,9,시흥TG-시흥IC,0,101
1000CZS320,1890.00,S,0311,0328,4,1000,100.00,8,안현JC-시흥TG,0,101
1000CZS330,5610.00,S,0459,0311,4,1000,100.00,7,도리JC-안현JC,0,101
1000CZS340,3640.00,S,0316,0459,4,1000,100.00,6,조남JC-도리JC,0,101
1000CZS350,5270.00,S,0277,0316,4,1000,100.00,5,산본IC-조남JC,0,101
1000CZS360,4130.00,S,0276,0277,4,1000,100.00,4,평촌IC-산본IC,0,101
1000CZS370,2860.00,S,0256,0276,4,1000,100.00,3,학의JC-평촌IC,0,101
1000CZS380,2200.00,S,0263,0256,4,1000,100.00,2,청계TG-학의JC,0,101
1000CZS390,6600.00,S,0273,0263,4,1000,100.00,1,판교JC-청계TG,0,101
1020CZE010,3900.00,E,0124,0144,2,1020,100.00,1,산인JC-내서JC,0,101
1020CZE020,5400.00,E,0144,0141,2,1020,100.00,2,내서JC-서마산IC,0,101
1020CZE030,3720.00,E,0141,0142,2,1020,100.00,3,서마산IC-동마산IC,0,101
1020CZE040,1500.00,E,0142,0211,2,1020,100.00,4,동마산IC-마산TG,0,101
1020CZE050,2980.00,E,0211,0145,2,1020,100.00,5,마산TG-창원JC,0,101
1020CZS010,3900.00,S,0144,0124,2,1020,100.00,5,내서JC-산인JC,0,101
1020CZS020,5400.00,S,0141,0144,2,1020,100.00,4,서마산IC-내서JC,0,101
1020CZS030,3720.00,S,0142,0141,2,1020,100.00,3,동마산IC-서마산IC,0,101
1020CZS040,1500.00,S,0211,0142,2,1020,100.00,2,마산TG-동마산IC,0,101
1020CZS050,2980.00,S,0145,0211,2,1020,100.00,1,창원JC-마산TG,0,101
1040CZE010,3300.00,E,0139,0137,2,1040,100.00,1,냉정JC-장유IC,0,101
1040CZE020,7410.00,E,0137,0498,2,1040,100.00,2,장유IC-서부산TG,0,101
1040CZE030,2000.00,E,0498,0002,2,1040,100.00,3,서부산TG-가락IC,0,101
1040CZE040,5580.00,E,0002,0007,2,1040,100.00,4,가락IC-서부산IC,0,101
1040CZE050,1940.00,E,0007,0001,2,1040,100.00,5,서부산IC-사상IC,0,101
1040CZS010,3300.00,S,0137,0139,2,1040,100.00,5,장유IC-냉정JC,0,101
1040CZS020,7410.00,S,0498,0137,2,1040,100.00,4,서부산TG-장유IC,0,101
1040CZS030,2000.00,S,0002,0498,2,1040,100.00,3,가락IC-서부산TG,0,101
1040CZS040,5580.00,S,0007,0002,2,1040,100.00,2,서부산IC-가락IC,0,101
1040CZS050,1940.00,S,0001,0007,2,1040,100.00,1,사상IC-서부산IC,0,101
1100CZE010,2160.00,E,0285,0441,3,1100,100.00,1,인천시점-학익JC,0,101
1100CZE020,2040.00,E,0441,0286,3,1100,100.00,2,학익JC-문학IC,0,101
1100CZE030,3300.00,E,0286,0288,3,1100,100.00,3,문학IC-남동IC,0,101
1100CZE040,2330.00,E,0288,0287,3,1100,100.00,4,남동IC-서창JC,0,101
1100CZE050,2270.00,E,0287,0329,3,1100,100.00,5,서창JC-남인천TG,0,101
1100CZE060,1540.00,E,0329,0312,3,1100,100.00,6,남인천TG-신천IC,0,101
1100CZE070,3400.00,E,0312,0311,3,1100,100.00,7,신천IC-안현JC,0,101
1100CZE080,3030.00,E,0311,0323,3,1100,100.00,8,안현JC-광명IC,0,101
1100CZE090,4370.00,E,0323,0324,3,1100,100.00,9,광명IC-일직JC,0,101
1100CZE100,1020.00,E,0324,0454,3,1100,100.00,10,일직JC-석수IC,0,101
1100CZE110,,E,    ,    ,,1100,,,공항신도시JC-영종IC, ,   
1100CZE120,,E,    ,    ,,1100,,,영종IC-인천대교TG, ,   
1100CZE130,,E,    ,    ,,1100,,,인천대교TG-연수JC, ,   
1100CZE140,,E,    ,    ,,1100,,,연수JC-옥련IC, ,   
1100CZE150,,E,    ,    ,,1100,,,옥련IC-학익JC, ,   
1100CZE160,2400.00,E,0438,0439,3,1102,100.00,5,연수JC-송도IC,0,109
1100CZE170,520.00,E,0454,0656,3,1100,100.00,11,석수IC-삼막IC,0,109
1100CZE180,6660.00,E,0656,0657,3,1100,100.00,12,삼막IC-북의왕IC,0,109
1100CZE190,2043.00,E,0657,0658,3,1100,100.00,13,북의왕IC-북청계IC,0,109
1100CZE200,9667.00,E,0658,0659,3,1100,100.00,14,북청계IC-동판교IC,0,109
1100CZE210,2805.00,E,0659,0660,3,1100,100.00,15,동판교IC-여수고가교,0,109
1100CZS010,2160.00,S,0441,0285,3,1100,100.00,15,학익JC-인천시점,0,101
1100CZS020,2040.00,S,0286,0441,3,1100,100.00,14,문학IC-학익JC,0,101
1100CZS030,3300.00,S,0288,0286,3,1100,100.00,13,남동IC-문학IC,0,101
1100CZS040,2330.00,S,0287,0288,3,1100,100.00,12,서창JC-남동IC,0,101
1100CZS050,2270.00,S,0329,0287,3,1100,100.00,11,남인천TG-서창JC,0,101
1100CZS060,1540.00,S,0312,0329,3,1100,100.00,10,신천IC-남인천TG,0,101
1100CZS070,3400.00,S,0311,0312,3,1100,100.00,9,안현JC-신천IC,0,101
1100CZS080,3030.00,S,0323,0311,3,1100,100.00,8,광명IC-안현JC,0,101
1100CZS090,4370.00,S,0324,0323,3,1100,100.00,7,일직JC-광명IC,0,101
1100CZS100,1020.00,S,0454,0324,3,1100,100.00,6,석수IC-일직JC,0,101
1100CZS110,,S,    ,    ,,1100,,,영종IC-공항신도시JC, ,   
1100CZS120,,S,    ,    ,,1100,,,인천대교TG-영종IC, ,   
1100CZS130,,S,    ,    ,,1100,,,연수JC-인천대교TG, ,   
1100CZS140,,S,    ,    ,,1100,,,옥련IC-연수JC, ,   
1100CZS150,,S,    ,    ,,1100,,,학익JC-옥련IC, ,   
1100CZS160,2400.00,S,0439,0438,3,1102,100.00,2,송도IC-연수JC,0,109
1100CZS170,520.00,S,0656,0454,3,1100,100.00,5,삼막IC-석수IC,0,109
1100CZS180,6660.00,S,0657,0656,3,1100,100.00,4,북의왕IC-삼막IC,0,109
1100CZS190,2043.00,S,0658,0657,3,1100,100.00,3,북청계IC-북의왕IC,0,109
1100CZS200,9667.00,S,0659,0658,3,1100,100.00,2,동판교IC-북청계IC,0,109
1100CZS210,2805.00,S,0660,0659,3,1100,100.00,1,여수고가교-동판교IC,0,109
1200CZE010,3710.00,E,0284,0283,3,1200,100.00,1,인천시점-도화IC,0,101
1200CZE020,2550.00,E,0283,0295,3,1200,100.00,2,도화IC-가좌IC,0,101
1200CZE030,4130.00,E,0295,0294,3,1200,100.00,3,가좌IC-서인천IC,0,101
1200CZE040,3780.00,E,0294,0289,4,1200,100.00,4,서인천IC-부평IC,0,101
1200CZE050,2330.00,E,0289,0326,4,1200,100.00,5,부평IC-인천TG,0,101
1200CZE060,790.00,E,0326,0297,4,1200,100.00,6,인천TG-서운JC,0,101
1200CZE070,1730.00,E,0297,0298,4,1200,100.00,7,서운JC-부천IC,0,101
1200CZE080,4880.00,E,0298,0234,4,1200,100.00,8,부천IC-신월IC,0,101
1200CZE090,800.00,E,0234,0496,4,1200,100.00,9,신월IC-목동교IC,0,101
1200CZS010,3710.00,S,0283,0284,3,1200,100.00,9,도화IC-인천시점,0,101
1200CZS020,2550.00,S,0295,0283,3,1200,100.00,8,가좌IC-도화IC,0,101
1200CZS030,4130.00,S,0294,0295,3,1200,100.00,7,서인천IC-가좌IC,0,101
1200CZS040,3780.00,S,0289,0294,4,1200,100.00,6,부평IC-서인천IC,0,101
1200CZS050,2330.00,S,0326,0289,4,1200,100.00,5,인천TG-부평IC,0,101
1200CZS060,790.00,S,0297,0326,4,1200,100.00,4,서운JC-인천TG,0,101
1200CZS070,1730.00,S,0298,0297,4,1200,100.00,3,부천IC-서운JC,0,101
1200CZS080,4880.00,S,0234,0298,4,1200,100.00,2,신월IC-부천IC,0,101
1200CZS090,800.00,S,0496,0234,4,1200,100.00,1,목동교IC-신월IC,0,101
1300CZE010,2800.00,E,0282,0435,4,1300,100.00,1,신불IC-공항신도시JC,0,109
1300CZE020,3400.00,E,0435,0281,4,1300,100.00,2,공항신도시JC-공항입구IC,0,109
1300CZE030,10500.00,E,0281,0293,4,1300,100.00,3,공항입구IC-북인천IC,0,109
1300CZE040,5200.00,E,0293,0325,4,1300,100.00,4,신공항IC-인천공항TG,0,109
1300CZE050,7500.00,E,0325,0291,4,1300,100.00,5,인천공항TG-노오지JC,0,109
1300CZE060,3900.00,E,0291,0252,4,1300,100.00,6,노오지JC-김포공항IC,0,109
1300CZE070,2100.00,E,0252,0479,4,1300,100.00,7,김포공항IC-88JC,0,109
1300CZE080,1800.00,E,0479,0478,4,1300,100.00,8,88JC-북로JC,0,109
1300CZS010,2800.00,S,0435,0282,4,1300,100.00,8,공항신도시JC-신불IC,0,109
1300CZS020,3400.00,S,0281,0435,4,1300,100.00,7,공항입구IC-공항신도시JC,0,109
1300CZS030,10500.00,S,0293,0281,4,1300,100.00,6,북인천IC-공항입구IC,0,109
1300CZS040,5200.00,S,0325,0293,4,1300,100.00,5,인천공항TG-신공항IC,0,109
1300CZS050,7500.00,S,0291,0325,4,1300,100.00,4,노오지JC-인천공항TG,0,109
1300CZS060,3900.00,S,0252,0291,4,1300,100.00,3,김포공항IC-노오지JC,0,109
1300CZS070,2100.00,S,0479,0252,4,1300,100.00,2,88JC-김포공항IC,0,109
1300CZS080,1800.00,S,0478,0479,4,1300,100.00,1,북로JC-88JC,0,109
1510CZE010,660.00,E,0481,0417,2,1510,80.00,1,동서천IC-동서천JC,0,101
1510CZE020,20630.00,E,0417,0416,2,1510,110.00,2,동서천JC-서부여IC,0,101
1510CZE030,8860.00,E,0416,0415,2,1510,110.00,3,서부여IC-부여IC,0,101
1510CZE040,12420.00,E,0415,0414,2,1510,110.00,4,부여IC-청양IC,0,101
1510CZE050,13720.00,E,0414,0413,2,1510,110.00,5,청양IC-서공주IC,0,101
1510CZE060,3550.00,E,0413,0412,2,1510,110.00,6,서공주IC-서공주JC,0,101
1510CZS010,660.00,S,0417,0481,2,1510,80.00,6,동서천JC-동서천IC,0,101
1510CZS020,20630.00,S,0416,0417,2,1510,110.00,5,서부여IC-동서천JC,0,101
1510CZS030,8860.00,S,0415,0416,2,1510,110.00,4,부여IC-서부여IC,0,101
1510CZS040,12420.00,S,0414,0415,2,1510,110.00,3,청양IC-부여IC,0,101
1510CZS050,13720.00,S,0413,0414,2,1510,110.00,2,서공주IC-청양IC,0,101
1510CZS060,3550.00,S,0412,0413,2,1510,110.00,1,서공주JC-서공주IC,0,101
1710CZE030,600.00,E,0509,0510,0,1710,100.00,1,흥덕IC-금광지하차도남측,0,109
1710CZE040,1800.00,E,0510,0511,0,1710,100.00,2,금광지하차도남측-금광지하차도북측,0,109
1710CZE050,600.00,E,0511,0513,0,1710,100.00,3,금광지하차도북측-광교IC,0,109
1710CZE060,2600.00,E,0513,0514,0,1710,100.00,4,광교IC-서수지IC,0,109
1710CZE070,900.00,E,0514,0515,0,1710,100.00,5,서수지IC-서수지TG,0,109
1710CZE080,2200.00,E,0515,0516,0,1710,100.00,6,서수지TG-고기터널남측,0,109
1710CZE090,900.00,E,0516,0517,0,1710,100.00,7,고기터널남측-고기터널북측,0,109
1710CZE100,500.00,E,0517,0518,0,1710,100.00,8,고기터널북측-고기JC남측,0,109
1710CZE110,400.00,E,0518,0519,0,1710,100.00,9,고기JC남측-고기JC북측,0,109
1710CZE120,700.00,E,0519,0520,0,1710,100.00,10,고기JC북측-하산운터널남측,0,109
1710CZE130,1700.00,E,0520,0521,0,1710,100.00,11,하산운터널남측-하산운터널북측,0,109
1710CZE140,100.00,E,0521,0522,0,1710,100.00,12,하산운터널북측-서판교IC남측,0,109
1710CZE150,700.00,E,0522,0523,0,1710,100.00,13,서판교IC남측-서판교IC북측,0,109
1710CZE160,500.00,E,0523,0524,0,1710,100.00,14,서판교IC북측-운중터널남측,0,109
1710CZE170,800.00,E,0524,0525,0,1710,100.00,15,운중터널남측-운중터널북측,0,109
1710CZE180,1100.00,E,0525,0526,0,1710,100.00,16,운중터널북측-금토TG,0,109
1710CZE190,400.00,E,0526,0681,0,1710,100.00,17,금토TG-금토JC,0,109
1710CZE195,1300.00,E,0681,0527,0,1710,100.00,18,금토JC-고등IC,0,109
1710CZE200,1600.00,E,0527,0528,0,1710,100.00,19,고등IC-심곡터널남측,0,109
1710CZE210,1300.00,E,0528,0529,0,1710,100.00,20,심곡터널남측-심곡터널북측,0,109
1710CZE220,300.00,E,0529,0530,0,1710,100.00,21,심곡터널북측-세곡터널남측,0,109
1710CZE230,1200.00,E,0530,0531,0,1710,100.00,22,세곡터널남측-세곡터널북측,0,109
1710CZE240,600.00,E,0531,0532,0,1710,100.00,23,세곡터널북측-헌릉IC,0,109
1710CZS030,600.00,S,0510,0509,0,1710,100.00,24,금광지하차도남측-흥덕IC,0,109
1710CZS040,1800.00,S,0511,0510,0,1710,100.00,23,금광지하차도북측-금광지하차도남측,0,109
1710CZS050,600.00,S,0513,0511,0,1710,100.00,22,광교IC-금광지하차도북측,0,109
1710CZS060,2600.00,S,0514,0513,0,1710,100.00,21,서수지IC-광교IC,0,109
1710CZS070,900.00,S,0515,0514,0,1710,100.00,20,서수지TG-서수지IC,0,109
1710CZS080,2200.00,S,0516,0515,0,1710,100.00,19,고기터널남측-서수지TG,0,109
1710CZS090,900.00,S,0517,0516,0,1710,100.00,18,고기터널북측-고기터널남측,0,109
1710CZS100,500.00,S,0518,0517,0,1710,100.00,17,고기JC남측-고기터널북측,0,109
1710CZS110,200.00,S,0533,0518,0,1710,100.00,16,고기JC북측-고기JC남측,0,109
1710CZS120,200.00,S,0519,0533,0,1710,100.00,15,서분당IC-고기JC북측,0,109
1710CZS121,900.00,S,0520,0533,0,1710,100.00,14,하산운터널남측-서분당IC,0,109
1710CZS130,1700.00,S,0521,0520,0,1710,100.00,13,하산운터널북측-하산운터널남측,0,109
1710CZS140,100.00,S,0522,0521,0,1710,100.00,12,서판교IC남측-하산운터널북측,0,109
1710CZS150,700.00,S,0523,0522,0,1710,100.00,11,서판교IC북측-서판교IC남측,0,109
1710CZS160,500.00,S,0524,0523,0,1710,100.00,10,운중터널남측-서판교IC북측,0,109
1710CZS170,800.00,S,0525,0524,0,1710,100.00,9,운중터널북측-운중터널남측,0,109
1710CZS180,1100.00,S,0526,0525,0,1710,100.00,8,금토TG-운중터널북측,0,109
1710CZS190,400.00,S,0681,0526,0,1710,100.00,7,금토JC-금토TG,0,109
1710CZS195,1300.00,S,0527,0681,0,1710,100.00,6,고등IC-금토JC,0,109
1710CZS200,1600.00,S,0528,0527,0,1710,100.00,5,심곡터널남측-고등IC,0,109
1710CZS210,1300.00,S,0529,0528,0,1710,100.00,4,심곡터널북측-심곡터널남측,0,109
1710CZS220,300.00,S,0530,0529,0,1710,100.00,3,세곡터널남측-심곡터널북측,0,109
1710CZS230,1200.00,S,0531,0530,0,1710,100.00,2,세곡터널북측-세곡터널남측,0,109
1710CZS240,600.00,S,0532,0531,0,1710,100.00,1,헌릉IC-세곡터널북측,0,109
2510CZE010,5520.00,E,0170,0172,2,2510,100.00,1,논산JC-논산IC,0,101
2510CZE020,9480.00,E,0172,0661,2,2510,100.00,2,논산IC-양촌Hi,0,101
2510CZE025,12950.00,E,0661,0349,2,2510,100.00,3,양촌Hi-계룡IC,0,101
2510CZE030,6430.00,E,0349,0099,2,2510,100.00,4,계룡IC-서대전JC,0,101
2510CZE040,8430.00,E,0099,0101,2,2510,100.00,5,서대전JC-유성IC,0,101
2510CZE050,2890.00,E,0101,0421,2,2510,100.00,6,유성IC-유성JC,0,101
2510CZE060,4610.00,E,0421,0103,2,2510,100.00,7,유성JC-북대전IC,0,101
2510CZE070,3590.00,E,0103,0102,2,2510,100.00,8,북대전IC-회덕JC,0,101
2510CZS010,5520.00,S,0172,0170,2,2510,100.00,8,논산IC-논산JC,0,101
2510CZS020,9480.00,S,0661,0172,2,2510,100.00,7,양촌Hi-논산IC,0,101
2510CZS025,12950.00,S,0349,0661,2,2510,100.00,6,계룡IC-양촌Hi,0,101
2510CZS030,6430.00,S,0099,0349,2,2510,100.00,5,서대전JC-계룡IC,0,101
2510CZS040,8430.00,S,0101,0099,2,2510,100.00,4,유성IC-서대전JC,0,101
2510CZS050,2890.00,S,0421,0101,2,2510,100.00,3,유성JC-유성IC,0,101
2510CZS060,4610.00,S,0103,0421,2,2510,100.00,2,북대전IC-유성JC,0,101
2510CZS070,3590.00,S,0102,0103,2,2510,100.00,1,회덕JC-북대전IC,0,101
3000CZE010,1080.00,E,0099,0098,4,3000,100.00,1,서대전JC-서대전IC,0,101
3000CZE020,4610.00,E,0098,0097,4,3000,100.00,2,서대전IC-안영IC,0,101
3000CZE030,7610.00,E,0097,0106,4,3000,100.00,3,안영IC-산내JC,0,101
3000CZS010,1080.00,S,0098,0099,4,3000,100.00,3,서대전IC-서대전JC,0,101
3000CZS020,4610.00,S,0097,0098,4,3000,100.00,2,안영IC-서대전IC,0,101
3000CZS030,7610.00,S,0106,0097,4,3000,100.00,1,산내JC-안영IC,0,101
3010CZE010,3830.00,E,0369,0610,2,3010,100.00,1,낙동JCT-상주JCT,0,109
3010CZE020,8280.00,E,0610,1003,3,3010,100.00,2,상주JCT-도개IC,0,109
3010CZE030,16160.00,E,1003,1004,2,3010,100.00,3,도개IC-서군위IC,0,109
3010CZE040,13220.00,E,1004,1005,2,3010,100.00,4,서군위IC-군위JCT,0,109
3010CZE050,10830.00,E,1005,1006,2,3010,100.00,5,군위JCT-동군위IC,0,109
3010CZE060,15440.00,E,1006,1007,2,3010,100.00,6,동군위IC-신녕IC,0,109
3010CZE070,7410.00,E,1007,1008,2,3010,100.00,7,신녕IC-화산JCT,0,109
3010CZE080,7970.00,E,1008,1009,2,3010,100.00,8,화산JCT-동영천IC,0,109
3010CZE090,10370.00,E,1009,1011,2,3010,100.00,9,동영천IC-북안IC,0,109
3010CZE100,490.00,E,1011,1012,2,3010,100.00,10,북안IC-영천JCT,0,109
3010CZS010,3830.00,S,0610,0369,2,3010,100.00,10,상주JCT-낙동JCT,0,109
3010CZS020,8280.00,S,1003,0610,3,3010,100.00,9,도개IC-상주JCT,0,109
3010CZS030,16160.00,S,1004,1003,2,3010,100.00,8,서군위IC-도개IC,0,109
3010CZS040,13220.00,S,1005,1004,2,3010,100.00,7,군위JCT-서군위IC,0,109
3010CZS050,10830.00,S,1006,1005,2,3010,100.00,6,동군위IC-군위JCT,0,109
3010CZS060,15440.00,S,1007,1006,2,3010,100.00,5,신녕IC-동군위IC,0,109
3010CZS070,7410.00,S,1008,1007,2,3010,100.00,4,화산JCT-신녕IC,0,109
3010CZS080,7970.00,S,1009,1008,2,3010,100.00,3,동영천IC-화산JCT,0,109
3010CZS090,10370.00,S,1011,1009,2,3010,100.00,2,북안IC-동영천IC,0,109
3010CZS100,490.00,S,1012,1011,2,3010,100.00,1,영천JCT-북안IC,0,109
4000CZE010,4970.00,E,0432,0426,3,4000,100.00,1,서오산JC-북오산IC,0,108
4000CZE020,4230.00,E,0426,0431,3,4000,100.00,2,북오산IC-동탄JC,0,108
4000CZS010,4970.00,S,0426,0432,3,4000,100.00,2,북오산IC-서오산JC,0,108
4000CZS020,4230.00,S,0431,0426,3,4000,100.00,1,동탄JC-북오산IC,0,108
4001CZE100,9300.00,E,0625,0626,2,4001,100.00,1,인천김포민자고속도로시점-남청라JC,0,109
4001CZE110,4900.00,E,0626,0627,2,4001,100.00,2,남청라JC-북청라IC,0,109
4001CZE120,4800.00,E,0627,0628,2,4001,100.00,3,북청라IC-검단양촌IC,0,109
4001CZE130,5400.00,E,0628,0629,2,4001,100.00,4,검단양촌IC-대곶IC,0,109
4001CZE140,3600.00,E,0629,0630,2,4001,100.00,5,대곶IC-서김포IC,0,109
4001CZS100,9300.00,S,0626,0625,2,4001,100.00,5,남청라JC-시점,0,109
4001CZS110,4900.00,S,0627,0626,2,4001,100.00,4,북청라IC-남청라JC,0,109
4001CZS120,4800.00,S,0628,0627,2,4001,100.00,3,검단양촌IC-북청라IC,0,109
4001CZS130,5400.00,S,0629,0628,2,4001,100.00,2,대곶IC-검단양촌IC,0,109
4001CZS140,3600.00,S,0630,0629,2,4001,100.00,1,서김포IC-대곶IC,0,109
4002CZE010,4650.00,E,0642,0646,2,4002,100.00,1,소흘JC-옥정IC,0,109
4002CZE020,1290.00,E,0646,0647,2,4002,100.00,2,옥정IC-양주IC,0,109
4002CZS010,4650.00,S,0646,0642,2,4002,100.00,2,옥정IC-소흘JC,0,109
4002CZS020,1290.00,S,0647,0646,2,4002,100.00,1,양주IC-옥정IC,0,109
4510CZE010,3100.00,E,0354,0680,2,4510,100.00,1,현풍JC-북현풍Hi,0,101
4510CZE015,9300.00,E,0680,0017,2,4510,100.00,2,북현풍Hi-달성IC,0,101
4510CZE020,2900.00,E,0017,0016,2,4510,100.00,3,달성IC-옥포JC,0,101
4510CZE030,1600.00,E,0016,0499,4,4510,100.00,4,옥포JC-화원옥포TG,0,101
4510CZE035,600.00,E,0499,0015,4,4510,80.00,5,화원옥포TG-화원옥포IC,0,101
4510CZE040,2600.00,E,0015,0676,4,4510,80.00,6,화원옥포IC-유천Hi,0,101
4510CZE045,3250.00,E,0676,0020,4,4510,80.00,7,유천Hi-남대구IC,0,101
4510CZE050,1570.00,E,0020,0019,3,4510,80.00,8,남대구IC-성서IC,0,101
4510CZE060,3180.00,E,0019,0014,3,4510,100.00,9,성서IC-서대구IC,0,101
4510CZE070,200.00,E,0014,0500,3,4510,100.00,10,서대구IC-서대구TG,0,101
4510CZE080,1140.00,E,0500,0013,3,4510,100.00,11,서대구TG-금호JC,0,101
4510CZS010,3100.00,S,0680,0354,2,4510,100.00,11,북현풍Hi-현풍JC,0,101
4510CZS015,9300.00,S,0017,0680,2,4510,100.00,10,달성IC-북현풍Hi,0,101
4510CZS020,2900.00,S,0016,0017,2,4510,100.00,9,옥포JC-달성IC,0,101
4510CZS030,1600.00,S,0499,0016,4,4510,100.00,8,화원옥포TG-옥포JC,0,101
4510CZS035,600.00,S,0015,0499,4,4510,80.00,7,화원옥포IC-화원옥포TG,0,101
4510CZS040,2600.00,S,0676,0015,4,4510,80.00,6,유천Hi-화원옥포IC,0,101
4510CZS045,3250.00,S,0020,0676,4,4510,80.00,5,남대구IC-유천Hi,0,101
4510CZS050,1570.00,S,0019,0020,3,4510,80.00,4,성서IC-남대구IC,0,101
